security_id,cusip,issuer,reason,conflicting_evidence,impacted_observation_count,affected_variants,affected_splits,recommended_review_action
,670651108,NUVEEN CALIF AMT FREE MUNI I,AMBIGUOUS,"multiple distinct US tickers: ['NKX', 'XNCMX']",3,O0,H1_time_holdout,resolve ambiguity
,69323T101,PCM FD INC,AMBIGUOUS,"multiple distinct US tickers: ['PCM', 'XPCMX']",3,O0,H3_security_holdout,resolve ambiguity
,69346N107,PIMCO DYNAMIC INCOME STRATEG,AMBIGUOUS,"multiple distinct US tickers: ['PDX', 'XPDDX']",3,O0,H1_time_holdout;H2_manager_holdout,resolve ambiguity
,69355J104,PGIM SHORT DUR HIG YLD OPP F,AMBIGUOUS,"multiple distinct US tickers: ['SDHY', 'XSDHX']",3,O0,H1_time_holdout,resolve ambiguity
,70261F103,PASITHEA THERAPEUTICS CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,722011103,PIMCO GLOBAL STOCKPLUS INCOM,AMBIGUOUS,"multiple distinct US tickers: ['PGP', 'XPGPX']",3,O0,H0_dev;H1_time_holdout,resolve ambiguity
,72201J104,PIMCO INCOME STRATEGY FD II,AMBIGUOUS,"multiple distinct US tickers: ['PFN', 'XPFNX']",3,O0,H3_security_holdout,resolve ambiguity
,74449F209,PSYENCE BIOMEDICAL LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H3_security_holdout;H3_security_holdout,resolve ambiguity
,756158101,REAVES UTIL INCOME FD,AMBIGUOUS,"multiple distinct US tickers: ['UTG', 'XUTGX']",3,O0;O1_2Q,H2_manager_holdout,resolve ambiguity
,76135L309,REVELATION BIOSCIENCES INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,76135L705,REVELATION BIOSCIENCES INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0,H4_combined,resolve ambiguity
,78518H202,SABA CAPITAL INCOME & OPRNT,AMBIGUOUS,"multiple distinct US tickers: ['BRW', 'XBRWX']",3,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,87261Y114,TMC THE METALS COMPANY INC,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0,H3_security_holdout,resolve ambiguity
,890930209,TORTOISE CAPITAL SERIES TRUS,CONFLICT,SEC title 'TORTOISE ENERGY ETF' -> ['TYG'] != OpenFIGI TNGY,3,O0,,review conflict evidence
,89147L886,TORTOISE ENERGY INFRA CORP,AMBIGUOUS,"multiple distinct US tickers: ['TYG', 'XTYGX']",3,O0,H1_time_holdout;H2_manager_holdout,resolve ambiguity
,90118T114,TWELVE SEAS INVESTMENT CO II,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,92912P108,VOYA EMERGING MKTS HIGH DIVI,AMBIGUOUS,"multiple distinct US tickers: ['IHD', 'XIHDX']",3,O0,H0_dev;H1_time_holdout,resolve ambiguity
,95768B107,WESTERN ASSET HIGH YIELD OPP,AMBIGUOUS,"multiple distinct US tickers: ['HYI', 'XHYIX']",3,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,95790B109,WESTERN ASSET MTG DEFINED OP,AMBIGUOUS,"multiple distinct US tickers: ['DMO', 'XDMOX']",3,O0,H0_dev;H1_time_holdout,resolve ambiguity
,963025887,WHEELER REAL ESTATE INVT TR,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,98400T304,XAI OCTAGN FLT RAT & ALT INM,AMBIGUOUS,"multiple distinct US tickers: ['XFLT', 'XFLTX']",3,O0,H1_time_holdout,resolve ambiguity
,G0081J129,ACTIVATE ENERGY ACQUISIT COR,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G0231P108,ALPS GROUP INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0,H1_time_holdout,resolve ambiguity
,G1143H127,BITCOIN INFRASTRUCTURE ACQUI,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G1281K114,SILEXION THERAPEUTICS CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,G1281K130,SILEXION THERAPEUTICS CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,,resolve ambiguity
,G1331A108,BLUE ACQUISITION CORP.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G1331A116,BLUE ACQUISITION CORP.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0,H1_time_holdout,resolve ambiguity
,G1331A124,BLUE ACQUISITION CORP.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G1331C104,BLUE GOLD LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H4_combined,resolve ambiguity
,G2086N113,CHENGHE ACQUISITION III CO,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0,H1_time_holdout,resolve ambiguity
,G2283U118,COLOMBIER ACQUISITION CORP I,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev;H1_time_holdout,resolve ambiguity
,G2296A125,COLUMBUS CIRCLE CAP CORP. I,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G2662B111,CRITICAL METALS CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G2867S109,COLLECTIVE ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G2867S117,COLLECTIVE ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0,H1_time_holdout,resolve ambiguity
,G2868C103,DIGITAL ASSET ACQUISITION CO,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G3730H106,COHEN CIRCLE ACQUISITION COR,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G3730U107,FUTURECREST ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G4000K118,GORILLA TECHNOLOGY GROUP INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,G4491L104,CANTOR EQUITY PARTNERS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H3_security_holdout,resolve ambiguity
,G5251K129,KENSINGTON CAPITAL ACQUISITI,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,G53151109,K WAVE MEDIA LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0,H1_time_holdout,resolve ambiguity
,G5352N113,LAKESHORE ACQUISITION II COR,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H3_security_holdout;H3_security_holdout,resolve ambiguity
,G55032125,MICROCLOUD HOLOGRAM INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,G63221124,M3-BRIGADE ACQUISITION VI CO,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G6375X120,NMP ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G6791A100,OTG ACQUISITION CORP. I,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q;O1_3Q,H1_time_holdout;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G7134L118,PLUM ACQUISITION CORP I,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,G7257A105,PROCAP ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,,resolve ambiguity
,G7257A113,PROCAP ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G7633M120,ROMAN DBDR ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,G8193F125,SIZZLE ACQUISITION CORP. II,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G82745129,SOULPOWER ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G8772L121,TEXAS VENTURES ACQUISITION I,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G8901A129,TITAN ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H1_time_holdout;H1_time_holdout,resolve ambiguity
,G93Y0A120,UY SCUTI ACQUISITION CORP.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0,H0_dev;H1_time_holdout,resolve ambiguity
,G9675P128,WILLOW LANE ACQUISITION CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,G9709D125,VINE HILL CAP INVTS CORP II,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,G98301107,YD BIO LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q;O1_3Q,H1_time_holdout;H1_time_holdout;H1_time_holdout,resolve ambiguity
,L18268117,CODERE ONLINE LUXEMBOURG S A,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,M0740A116,ALPHA TAU MEDICAL LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0,H0_dev;H1_time_holdout,resolve ambiguity
,M8186D114,RAIL VISION LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,N68722102,SCHMID GROUP N.V.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0,,resolve ambiguity
,N68722110,SCHMID GROUP N.V.,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0;O1_2Q,H0_dev;H0_dev,resolve ambiguity
,Y4000A102,HORIZON QUANTUM HOLDINGS LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,3,O0,H1_time_holdout,resolve ambiguity
,00326L100,ABRDN TOTAL DYNAMIC DIVIDEND,AMBIGUOUS,"multiple distinct US tickers: ['AOD', 'XAODX']",2,O0,,resolve ambiguity
,00384X301,ABRDN FDS,CONFLICT,SEC title 'ABRDN EMERGING MAR DIV A ETF' -> ['AEF'] != OpenFIGI AGEM,2,O0;O1_2Q,,review conflict evidence
,00764C109,ADVENT CONV & INCOME FD,AMBIGUOUS,"multiple distinct US tickers: ['AVK', 'XAVKX']",2,O0,H0_dev,resolve ambiguity
,00902F204,AINOS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H3_security_holdout,resolve ambiguity
,00902F303,AINOS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,02008G102,ALLURION TECHNOLOGIES INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H2_manager_holdout,resolve ambiguity
,02157G101,ALTERNUS CLEAN ENERGY INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,059695106,BANCROFT FD LTD,AMBIGUOUS,"multiple distinct US tickers: ['BCV', 'XBCVX']",2,O0,H0_dev,resolve ambiguity
,06682J308,BANZAI INTERNATIONAL INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H2_manager_holdout,resolve ambiguity
,06682J407,BANZAI INTERNATIONAL INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,,resolve ambiguity
,08774B102,BETTER HOME & FINANCE HOLDIN,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,09247F209,BLACKROCK INCOME TR INC,AMBIGUOUS,"multiple distinct US tickers: ['BKT', 'XBKTX']",2,O0,H1_time_holdout,resolve ambiguity
,09248E102,BLACKROCK CALIF MUN INCOME T,CONFLICT,SEC title 'BLACKROCK CA MUNI INC TR' -> ['BCAT'] != OpenFIGI XBFZX,2,O0,H1_time_holdout,review conflict evidence
,09248L106,BLACKROCK N Y MUN INCOME TRU,AMBIGUOUS,"multiple distinct US tickers: ['2655389D', 'XBNYX']",2,O0,,resolve ambiguity
,09248X100,BLACKROCK TAX MUNICPAL BD TR,AMBIGUOUS,"multiple distinct US tickers: ['BBN', 'XBBNX']",2,O0,H0_dev;H1_time_holdout,resolve ambiguity
,092508100,BLACKROCK CR ALLOCATION INCO,AMBIGUOUS,"multiple distinct US tickers: ['BTZ', 'XBTZX']",2,O0,H1_time_holdout,resolve ambiguity
,09255R202,BLACKROCK DEBT STRATEGIES FD,AMBIGUOUS,"multiple distinct US tickers: ['DSU', 'XDSUX']",2,O0,H0_dev,resolve ambiguity
,09257D102,BLACKSTONE LONG SHORT CR INC,AMBIGUOUS,"multiple distinct US tickers: ['BGX', 'XXBGX']",2,O0,H1_time_holdout,resolve ambiguity
,098070402,BONE BIOLOGICS CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,107930208,BRIACELL THERAPEUTICS CORP,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H4_combined,resolve ambiguity
,12430A102,BUZZFEED INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,128745106,ATLASCLEAR HOLDINGS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,17144M102,CHURCHILL CAPITAL CORP VII,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,17144T115,CHURCHILL CAPITAL CORP V,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H3_security_holdout,resolve ambiguity
,171756109,CID HOLDCO INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0;O1_2Q,,resolve ambiguity
,182744300,KIDZ AI INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,19247L106,COHEN & STEERS QUALITY INCOM,AMBIGUOUS,"multiple distinct US tickers: ['RQI', 'XRQIX']",2,O0,H1_time_holdout,resolve ambiguity
,19248C105,COHEN & STEERS LTD DURATION,AMBIGUOUS,"multiple distinct US tickers: ['LDP', 'XLDPX']",2,O0,,resolve ambiguity
,19248P106,COHEN & STEERS CLOSED-END OP,AMBIGUOUS,"multiple distinct US tickers: ['FOF', 'XFOFX']",2,O0,H2_manager_holdout,resolve ambiguity
,19248Y107,COHEN & STEERS SELECT PFD &,AMBIGUOUS,"multiple distinct US tickers: ['PSF', 'XPSFX']",2,O0,,resolve ambiguity
,20678X403,CDT EQUITY INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H4_combined,resolve ambiguity
,231631300,NXG CUSHING MIDSTREAM ENERGY,AMBIGUOUS,"multiple distinct US tickers: ['SRV', 'XSRVX']",2,O0,H2_manager_holdout,resolve ambiguity
,233368109,DWS MUN INCOME TR NEW,AMBIGUOUS,"multiple distinct US tickers: ['KTF', 'XKTFX']",2,O0,H1_time_holdout,resolve ambiguity
,249845306,DERMATA THERAPEUTICS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,26145B106,DRAGONFLY ENERGY HOLDINGS CO,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H3_security_holdout,resolve ambiguity
,26923N199,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X INVERSE NVIDIA DLY' -> ['TRXA'] != OpenFIGI NVDQ,2,O0;O1_2Q,H1_time_holdout;H1_time_holdout,review conflict evidence
,26923N280,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X LNG RBLX DLY TRGT' -> ['TRXA'] != OpenFIGI RBLU,2,O0;O1_2Q,H1_time_holdout;H1_time_holdout,review conflict evidence
,26923N447,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X LONG NFLX DT ETF' -> ['TRXA'] != OpenFIGI NFLU,2,O0,H0_dev,review conflict evidence
,26923N579,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X LNG MICROSOFT DLY' -> ['TRXA'] != OpenFIGI MSFX,2,O0,H1_time_holdout,review conflict evidence
,26923Q218,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X L SBET DT ETF' -> ['TRXA'] != OpenFIGI SBTU,2,O0;O1_2Q,H1_time_holdout;H1_time_holdout,review conflict evidence
,26923Q465,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X INV CRWV DA TAR ETF' -> ['TRXA'] != OpenFIGI CORD,2,O0,H1_time_holdout,review conflict evidence
,26923Q663,ETF OPPORTUNITIES TRUST,CONFLICT,SEC title 'T-REX 2X LNG BULL D TRGT ETF' -> ['TRXA'] != OpenFIGI BULU,2,O0,,review conflict evidence
,27828Y108,EATON VANCE TAX-MANAGED BUY-,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev;H1_time_holdout,resolve ambiguity
,28059P402,EDIBLE GARDEN AG INC,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H4_combined,resolve ambiguity
,28256A109,EINRIDE AB,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,29286X101,ENGENE THERAPEUTICS INC,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H1_time_holdout,resolve ambiguity
,29415C119,EOS ENERGY ENTERPRISES INC,AMBIGUOUS,openfigi error: transport_error:<urlopen error [WinError 10013] 以一种访问权限不允许的方式做了一个访问套接字的尝试。> | SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,31423P108,FEDERATED HERMES PREM MUNI I,AMBIGUOUS,"multiple distinct US tickers: ['FMN', 'XFMNX']",2,O0,H1_time_holdout,resolve ambiguity
,320703408,CALIDI BIOTHERAPEUTICS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H4_combined,resolve ambiguity
,338479108,FLAHERTY & CRUMRINE TOTAL RE,AMBIGUOUS,"multiple distinct US tickers: ['FLC', 'XFLCX']",2,O0,H0_dev,resolve ambiguity
,34546R100,FOREMOST CLEAN ENERGY LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H3_security_holdout,resolve ambiguity
,34960Q109,FORTRESS BIOTECH INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,35473P850,FRANKLIN TEMPLETON ETF TR,CONFLICT,SEC title 'FRANKLIN MUNICIPAL GREEN BON' -> ['PMO'] != OpenFIGI FLMB,2,O0,H1_time_holdout,review conflict evidence
,361570104,GDL FD,AMBIGUOUS,"multiple distinct US tickers: ['GDL', 'XGDLX']",2,O0,H0_dev,resolve ambiguity
,40170T106,GUGGENHEIM ACTIVE ALLOC FD,AMBIGUOUS,"multiple distinct US tickers: ['GUG', 'XGUGX']",2,O0;O1_2Q,H1_time_holdout;H1_time_holdout,resolve ambiguity
,410123103,HANCOCK JOHN INCOME SECS TR,AMBIGUOUS,"multiple distinct US tickers: ['JHS', 'XJHSX']",2,O0,H0_dev,resolve ambiguity
,454089103,ABERDEEN INDIA FD INC,AMBIGUOUS,"multiple distinct US tickers: ['IFN', 'XIFNX']",2,O0,H1_time_holdout,resolve ambiguity
,46090A689,INVESCO ACTIVELY MANAGED EXC,CONFLICT,SEC title 'INVESCO QQQ INCOME ADV ETF' -> ['QQQ'] != OpenFIGI QQA,2,O0,,review conflict evidence
,46092D129,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],2,O0;O1_2Q,H1_time_holdout;H1_time_holdout,review conflict evidence
,46092D434,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],2,O0,H1_time_holdout,review conflict evidence
,46131T101,INVESCO TR INVT GRADE NEW YO,AMBIGUOUS,"multiple distinct US tickers: ['VTN', 'XVTNX']",2,O0,H0_dev,resolve ambiguity
,46132E103,INVESCO ADVANTAGE MUN INCOME,AMBIGUOUS,"multiple distinct US tickers: ['VKI', 'XVKIX']",2,O0,,resolve ambiguity
,46152A429,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],2,O0;O1_2Q,H1_time_holdout;H1_time_holdout,review conflict evidence
,46152A478,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],2,O0,H1_time_holdout,review conflict evidence
,46152A528,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],2,O0,H1_time_holdout,review conflict evidence
,46152A718,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],2,O0,H1_time_holdout,review conflict evidence
,46152A759,INVESTMENT MANAGERS SER TR I,CONFLICT,13F title_of_class declares ADR but OpenFIGI securityType=['ETP'],2,O0,H1_time_holdout,review conflict evidence
,553800111,M3 BRIGADE ACQUISITION II CO,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,590717104,MESOBLAST LTD,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,61744H105,MORGAN STANLEY EMKT DBT FD I,AMBIGUOUS,"multiple distinct US tickers: ['MSD', 'XMSDX']",2,O0,,resolve ambiguity
,617468103,MORGAN STANLEY CHINA A SH FD,AMBIGUOUS,"multiple distinct US tickers: ['CAF', 'XCAFX']",2,O0,H0_dev,resolve ambiguity
,63911H108,NAUTICUS ROBOTICS INC,AMBIGUOUS,SEC issuer matched but multiple tickers; OpenFIGI unavailable,2,O0,H0_dev,resolve ambiguity
,64128C106,NEUBERGER BERMAN HIGH YIELD,AMBIGUOUS,"multiple distinct US tickers: ['NHS', 'XNHSX']",2,O0,H0_dev,resolve ambiguity
,64129H104,NEUBERGER ENGY INFRSTR & INC,AMBIGUOUS,"multiple distinct US tickers: ['NML', 'XNMLX']",2,O0,H1_time_holdout,resolve ambiguity
,67062F100,NUVEEN SELECT TAX-FREE INCOM,AMBIGUOUS,"multiple distinct US tickers: ['NXP', 'XNXPX']",2,O0,H1_time_holdout,resolve ambiguity
,67066X107,NUVEEN NEW YORK QLT MUN INC,AMBIGUOUS,"multiple distinct US tickers: ['NAN', 'XNANX']",2,O0,H0_dev,resolve ambiguity
,67066Y105,NUVEEN CA QUALTY MUN INCOME,AMBIGUOUS,"multiple distinct US tickers: ['NAC', 'XNACX']",2,O0,H0_dev;H1_time_holdout,resolve ambiguity
,670695105,NUVEEN AMT-FREE MUN VALUE FD,AMBIGUOUS,"multiple distinct US tickers: ['NUW', 'XNUWX']",2,O0,,resolve ambiguity
,670699107,NUVEEN NASDAQ 100 DYNAMIC OV,AMBIGUOUS,"multiple distinct US tickers: ['QQQX', 'XQQQX']",2,O0,,resolve ambiguity
,670750108,NUVEEN MULTI ASSET INCOME FU,AMBIGUOUS,"multiple distinct US tickers: ['NMAI', 'XNMAX']",2,O0,,resolve ambiguity
,67079Y118,NUVVE HOLDING CORP,CONFLICT,SEC unique ticker NVVE != OpenFIGI NVVEW,2,O0,H3_security_holdout,review conflict evidence
,67080D103,NUVEEN CORE PLUS IMPACT FUND,AMBIGUOUS,"multiple distinct US tickers: ['NPCT', 'XNPCX']",2,O0,H0_dev,resolve ambiguity
,67080R102,NUVEEN VRIABL RAT PFD & INM,AMBIGUOUS,"multiple distinct US tickers: ['NPFD', 'XNPFX']",2,O0,H4_combined,resolve ambiguity
,69346J106,PGIM GLOBAL HIGH YIELD FD FO,AMBIGUOUS,"multiple distinct US tickers: ['GHY', 'XGHYX']",2,O0,H4_combined,resolve ambiguity
,69420N205,PGIM ROCK ETF TR,CONFLICT,SEC title 'PGIM S&P500 BUF20 ETF JAN-US' -> ['SDHY'] != OpenFIGI PBJA,2,O0,H0_dev,review conflict evidence
